COMMENTID,COMMENTATOR,CUE,TEXT,TRIMVIDEO,TRIMASPECT,Ratings1,Ratings2,Ratings3,Ratings4,Ratings5 ,Sum,TLSum
856,UCF29,381,"Her points are all valid, but it sounds and looks fake. It's absolutely fine as a Toastmasters speech, and there are many things I could commend about it. But I find it difficult to take someone as an expert when I can spot in the first 15 seconds that the person themself doesn't believe it.",TUTORIAL 4,No Aspect Selected,0,0,2,1,4,7,2
859,UCF29,195,"Under the circumstances, he could have a better close. (But I suspect he ran out of time!)",EXAMPLE 1,No Aspect Selected,0,0,2,0,0,2,2
881,UCF29,404,The end was actually strangely powerful in a very understated way.,EXAMPLE 3,No Aspect Selected,0,0,0,0,2,2,0
867,UCF29,392,"Ok, maybe we're getting to the point. Keep going...",EXAMPLE 2,No Aspect Selected,0,1,0,1,0,2,1
880,UCF29,339,He could have started with some of this stuff and then the whole presentation would have been much more powerful.,EXAMPLE 3,No Aspect Selected,0,2,0,0,2,4,2
861,UCF29,120,"Oooh, swaying, yuk! But the voice and the words are good!",EXAMPLE 2,No Aspect Selected,0,1,0,1,4,6,1
1055,UCF31,20,Engaging opening - intriguing 'a little bit crazy',EXAMPLE 2,No Aspect Selected,1,2,0,0,3,6,3
1060,UCF31,207,Humour about lying about your age supports her point about escaping demographic boxes,EXAMPLE 2,No Aspect Selected,0,2,1,0,1,4,3
1064,UCF31,499,"Conclusion short but future-focused and taking the audience with her, wondering about what next.",EXAMPLE 2,No Aspect Selected,1,1,0,0,2,4,2
1382,UCW12,216,"It could be the content and I think while I have described it as American, I know there are performers at Aotearoa schools that present in a similar manner but I think there are cultural differences. Humility does not appear to be a productive business manner - maybe that's why I'm not successful at making money.",TUTORIAL 3,No Aspect Selected,0,2,0,2,2,6,2
1385,UCW12,335,"Okay latter points I am more comfortable with - a little mystic, use of videos and images to make the point and rehearse x multiple times",TUTORIAL 3,No Aspect Selected,0,0,0,0,1,1,0
1383,UCW12,240,"Gosh, I don't want to be a presenter who yells and has a smirk.",TUTORIAL 3,No Aspect Selected,0,0,2,0,2,4,2
1376,UCW12,446,I found this interesting. I found myself look at the images behind the speakers to see what relationship they had with the speech. I also found ideas being presented that I was familiar with more appealing than content I have had little knowledge of. I also thought that one of the speakers included some cultural aspects that I found appealing 'use of images and proverbs or sayings'. Even though having an interactive activity can seem a little 'guess what's in my head' I have through my experienc,TUTORIAL 2,No Aspect Selected,0,0,0,0,1,1,0
1380,UCW12,198,"While I believe there are some key points that would enhance a presentation - catch phrase that underpins the entire presentation, outline of key points, simple terms that show enthusiasm and passion, clear transitions between sections; I do not enjoy what I have come to know as the American style advertising - I find it loud, I find expressions are in-genuine, to some degree I feel like I am seen as stupid if I don't believe. This style of presentation while appealing to the majority of the wor",TUTORIAL 3,No Aspect Selected,0,1,1,1,2,5,2
1386,UCW12,39,"I think stance is an issue for me, I am not keen to be in the public view so rather than strong I tend to get stuck to other things like chairs and desks.",TUTORIAL 4,No Aspect Selected,1,3,0,0,3,7,4
1397,UCW12,385,I am struggling to focus on presentation skills because I am enjoying the topic and I find the speaker is clear.,EXAMPLE 2,No Aspect Selected,0,0,0,0,4,4,0
1388,UCW12,122,"I think to me this loses some of the humanness of the presenter. I watched a presenter confident, stiff, measured about what he was doing but not engaging for me. I watched an elderly and unwell presenter. She was a little unsteady, she lost track of her words but joked, she knocked papers and perhaps she left unhappy with her presentation but for me I saw passion, I heard history and wisdom in action. I think the event organisers might have considered her needs a little more but I left more emo",TUTORIAL 4,No Aspect Selected,0,1,0,1,2,4,1
1384,UCW12,259,Steve Jobs had a lot of money and the right technology crew to support the presentation - how is that even achievable when you have just confessed you are not a financial wizard.,TUTORIAL 3,No Aspect Selected,1,0,1,0,1,3,2
1394,UCW12,25,Makes a simple opening statement that the presenter states as perhaps troubling to the audience and uses facial expression at the end looking at audience.,EXAMPLE 2,No Aspect Selected,0,1,1,0,3,5,2
1387,UCW12,73,Oh my goodness if I had to think about all the tallness factors I might just as well quit while I'm ahead. I see the point but,TUTORIAL 4,No Aspect Selected,0,0,1,0,1,2,1
1319,UCW9,142,"These are quite generic though...""make it easy for listeners to follow your story""",TUTORIAL 3,No Aspect Selected,0,1,1,1,1,4,2
1219,UCW9,47,Spot-on summary of bad presentations - particularly all the bullet points!,TUTORIAL 1,No Aspect Selected,3,2,0,2,3,10,5
1220,UCW9,63,Be good to be able to use the style of the video itself in a presentation - full of movement and yet simple,TUTORIAL 1,No Aspect Selected,1,1,0,2,4,8,2
1479,LstudyID209,80,explains her picture well,EXAMPLE 4,Speech,2,0,0,0,2,4,2
1473,LstudyID209,139,"Speaks very quickly, comes across as passionate, but some pauses would be better",EXAMPLE 3,Speech,0,0,0,0,2,2,0
1465,LstudyID209,230,"Her speech is clear, no 'mmmm'ing",EXAMPLE 2,Speech,1,0,0,0,2,3,1
1480,LstudyID209,163,"Clear speaker, uses pauses",EXAMPLE 4,Speech,0,0,0,0,2,2,0
1048,UCF31,29,Engaging opening - I want to tell you a story about...,EXAMPLE 1,Speech,1,0,0,0,4,5,1
1066,UCF31,57,Story telling approach engaging,EXAMPLE 3,Speech,0,0,1,0,1,2,1
1059,UCF31,152,Link to Mad Men brings us alongside the presenter with a common experience,EXAMPLE 2,Speech,1,0,0,1,0,2,1
1061,UCF31,269,Taste respected rather than assumed - good takeaway message,EXAMPLE 2,Speech,0,0,0,0,2,2,0
1068,UCF31,175,His deep knowledge is evident in his discussion of the influence of the Web on everyday lives,EXAMPLE 3,Speech,0,1,0,0,1,2,1
1070,UCF31,367,Suggesting ways for the audience to get involved,EXAMPLE 3,Speech,0,1,0,0,1,2,1
1071,UCF31,395,Makes final point strongly,EXAMPLE 3,Speech,0,0,0,0,2,2,0
1076,UCF31,169,"Very clearly explained, telling a story",EXAMPLE 4,Speech,0,0,0,0,2,2,0
1050,UCF31,58,Language is direct with effective use of numbers to make a point,EXAMPLE 1,Speech,0,1,0,1,1,3,1
1052,UCF31,113,Skillful use of analogy to explain the part computers play in solving this problem,EXAMPLE 1,Speech,0,1,0,0,2,3,1
958,UCT24,321,boring,EXAMPLE 3,Speech,0,1,0,0,0,1,1
969,UCT24,157,interesting,EXAMPLE 2,Speech,0,0,0,0,1,1,0
959,UCT24,97,good vocal,EXAMPLE 4,Speech,0,0,0,0,2,2,0
954,UCT24,176,too fast spoken,EXAMPLE 3,Speech,0,0,0,0,1,1,0
967,UCT24,81,good vocal,EXAMPLE 1,Speech,0,0,0,0,1,1,0
1400,UCW12,38,Makes point and uses microphone to aid voice volume perhaps,EXAMPLE 3,Speech,1,0,2,0,1,4,3
1402,UCW12,147,He speaks quite quickly but not consistently,EXAMPLE 3,Speech,0,0,0,0,2,2,0
1349,UCW9,29,Nice opening pause,EXAMPLE 1,Speech,1,2,2,1,0,6,5
1360,UCW9,401,"Quite a conversational style, but lots of words",EXAMPLE 2,Speech,0,0,1,0,1,2,1
1453,LstudyID209,36,He tells a story at the beginning,EXAMPLE 1,Structure,0,1,0,0,4,5,1
1469,LstudyID209,20,Starts with a fact,EXAMPLE 3,Structure,0,1,0,0,4,5,1
1466,LstudyID209,276,"Easy to follow the progression, slides are used to split up ideas well",EXAMPLE 2,Structure,0,0,0,0,2,2,0
1468,LstudyID209,495,She recapped at the end,EXAMPLE 2,Structure,0,0,0,0,2,2,0
1457,LstudyID209,135,"He is telling a story throughout, makes it easy to follow and understand what his work is about",EXAMPLE 1,Structure,0,0,0,0,3,3,0
1476,LstudyID209,405,Nice personal ending,EXAMPLE 3,Structure,0,0,0,0,1,1,0
1482,LstudyID209,202,Strong conclusion,EXAMPLE 4,Structure,0,0,0,0,2,2,0
1069,UCF31,333,Effective way of making points: listing 'I want...' Supported well with visuals,EXAMPLE 3,Structure,0,0,0,1,3,4,0
1073,UCF31,56,"'So if you'll join me in imagining...' Involving audience, getting alongside, using analogy",EXAMPLE 4,Structure,0,0,0,0,8,8,0
1051,UCF31,78,Building up the story incrementally from the tree to the chemical to the problem to the chemists,EXAMPLE 1,Structure,0,0,1,0,2,3,1
1062,UCF31,316,"Well structured with visuals supporting her explanation at the beginning of each section, then her speech expands and goes deeper",EXAMPLE 2,Structure,0,0,0,0,2,2,0
1056,UCF31,41,Opens by stating main message,EXAMPLE 2,Structure,1,0,0,0,3,4,1
1054,UCF31,199,Main point stated clearly in conclusion,EXAMPLE 1,Structure,0,0,1,0,3,4,1
1072,UCF31,36,Opening is clear but not attention-grabbing or engaging,EXAMPLE 4,Structure,1,0,1,1,3,6,2
968,UCT24,114,simple and well organized,EXAMPLE 1,Structure,0,0,0,1,1,2,0
957,UCT24,292,uncoordinated,EXAMPLE 3,Structure,0,2,0,0,0,2,2
971,UCT24,283,clear,EXAMPLE 2,Structure,0,0,0,0,1,1,0
1407,UCW12,68,Well rehearsed,EXAMPLE 4,Structure,0,0,0,0,3,3,0
1391,UCW12,200,I guess I was left with the closing statement about what he is doing.,EXAMPLE 1,Structure,0,0,1,0,2,3,1
1399,UCW12,497,Closed bringing the key points back again,EXAMPLE 2,Structure,0,0,0,0,3,3,0
1401,UCW12,86,I can't remember clearly but I think one person talked about building points incrementally and I guess his statistics does this,EXAMPLE 3,Structure,1,1,1,0,0,3,3
1406,UCW12,392,Finishes or closes repeating the purpose or a take home message for the audience encouraging people to be involved with a 'bill of rights' for the WWW,EXAMPLE 3,Structure,0,0,0,0,4,4,0
1361,UCW9,496,"Summary is there, but seems weak...imagine...",EXAMPLE 2,Structure,0,0,1,0,2,3,1
1356,UCW9,201,Good strong summary - better tools to make better medicine,EXAMPLE 1,Structure,1,0,0,0,4,5,1
1351,UCW9,79,"Great analogies - politicians, then chemists with lego",EXAMPLE 1,Structure,0,0,0,1,5,6,0
1355,UCW9,144,Move from problem to analogy (chess) to computer system,EXAMPLE 1,Structure,1,0,0,0,2,3,1
1458,LstudyID209,175,He isn't relying on his slides for telling his story,EXAMPLE 1,Visual aids,0,0,0,0,3,3,0
1470,LstudyID209,61,Clear slides with only 2 numbers,EXAMPLE 3,Visual aids,0,0,1,0,1,2,1
1477,LstudyID209,35,"Good that there is only one picture on the slide, writing maybe a bit small/could be clearer",EXAMPLE 4,Visual aids,0,0,0,0,4,4,0
1475,LstudyID209,304,I like how he keeps some elements of the picture the same whilst changing others,EXAMPLE 3,Visual aids,0,1,1,1,1,4,2
1463,LstudyID209,198,Her slides are very interesting to look at. The pictures represent an idea,EXAMPLE 2,Visual aids,0,0,0,0,0,0,0
1057,UCF31,54,Effective visual aids - magazine covers. The way they keep changing makes a point about how widespread they are,EXAMPLE 2,Visual aids,0,1,0,1,3,5,1
1075,UCF31,,Great visual aid that could be used to support several explanations,EXAMPLE 4,Visual aids,0,0,0,0,2,2,0
1067,UCF31,87,Clear visual showing the growth of the use of the Web,EXAMPLE 3,Visual aids,0,0,0,0,2,2,0
1049,UCF31,42,Simple visuals help make the content accessible and not intimidating,EXAMPLE 1,Visual aids,0,0,0,0,4,4,0
1058,UCF31,85,Great animated visual aids that accurately reflects the spoken component,EXAMPLE 2,Visual aids,0,0,0,0,3,3,0
961,UCT24,192,bad graphic,EXAMPLE 4,Visual aids,0,0,1,1,0,2,1
970,UCT24,193,good,EXAMPLE 2,Visual aids,0,0,0,0,1,1,0
956,UCT24,248,good,EXAMPLE 3,Visual aids,0,0,0,0,1,1,0
1398,UCW12,403,Simple images relevant emphasize the point made,EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
1395,UCW12,53,Uses relevant visual images but an overload for me particularly with the movement.,EXAMPLE 2,Visual aids,0,1,2,0,1,4,3
1389,UCW12,73,"Okay, he is talking about trees and the image I can see doesn't match. I didn't like the four images to me that was no different to a slide of words.",EXAMPLE 1,Visual aids,0,0,1,2,2,5,1
1409,UCW12,87,Uses visual aids,EXAMPLE 4,Visual aids,0,0,0,0,3,3,0
1348,UCW9,29,Very busy slide!,EXAMPLE 1,Visual aids,0,1,0,1,2,4,1
1358,UCW9,92,like the meat-grinder image - simple but powerful,EXAMPLE 2,Visual aids,0,0,0,0,2,2,0
